sample_idx,label,audio_path,segment_id,Energy,Harmony,Pitch,Spectral,Tempo,Timbre,Vibrato
832,Chèo,cheo/audio_6_032.wav,1,Vừa,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
833,Chèo,cheo/audio_6_032.wav,2,Vừa,Cao,Cao,Trung bình,Vừa,Rất thấp,Vừa
834,Chèo,cheo/audio_6_131.wav,1,Yếu,Cao,Trung,Cao,Vừa,Cao,Nhiều luyến
835,Chèo,cheo/audio_6_131.wav,2,Rất yếu,Thấp,Trung,Trung bình,Vừa,Trung bình,Vừa
836,Chèo,cheo/audio_6_046.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Rất thấp,Ít luyến
837,Chèo,cheo/audio_6_046.wav,2,Rất yếu,Cao,Trung,Thấp,Chậm,Rất thấp,Nhiều luyến
838,Chèo,cheo/audio_7_037.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Nhanh,Trung bình,Nhiều luyến
839,Chèo,cheo/audio_7_037.wav,2,Mạnh,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Ít luyến
840,Chèo,cheo/audio_1_108.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
841,Chèo,cheo/audio_1_108.wav,2,Rất yếu,Trung bình,Trầm,Trung bình,Chậm,Rất thấp,Vừa
842,Chèo,cheo/audio_3_080.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Rất thấp,Nhiều luyến
843,Chèo,cheo/audio_3_080.wav,2,Vừa,Trung bình,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
844,Chèo,cheo/audio_12_070.wav,1,Yếu,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Vừa
845,Chèo,cheo/audio_12_070.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất thấp,Vừa
846,Chèo,cheo/audio_3_061.wav,1,Vừa,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
847,Chèo,cheo/audio_3_061.wav,2,Rất yếu,Cao,Cao,Cao,Vừa,Rất thấp,Nhiều luyến
848,Chèo,cheo/audio_6_016.wav,1,Vừa,Thấp,Trung,Trung bình,Chậm,Rất thấp,Vừa
849,Chèo,cheo/audio_6_016.wav,2,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Vừa
850,Chèo,cheo/audio_4_093.wav,1,Vừa,Thấp,Cao,Thấp,Chậm,Rất cao,Ít luyến
851,Chèo,cheo/audio_4_093.wav,2,Vừa,Thấp,Trung,Trung bình,Nhanh,Rất cao,Vừa
852,Chèo,cheo/audio_6_139.wav,1,Rất yếu,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
853,Chèo,cheo/audio_6_139.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Trung bình,Vừa
854,Chèo,cheo/audio_8_092.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Nhanh,Rất cao,Nhiều luyến
855,Chèo,cheo/audio_8_092.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Nhanh,Thấp,Vừa
856,Chèo,cheo/audio_3_171.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
857,Chèo,cheo/audio_3_171.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
858,Chèo,cheo/audio_1_180.wav,1,Yếu,Thấp,Trung,Trung bình,Nhanh,Trung bình,Nhiều luyến
859,Chèo,cheo/audio_1_180.wav,2,Yếu,Thấp,Rất cao,Trung bình,Chậm,Rất cao,Nhiều luyến
860,Chèo,cheo/audio_0_043.wav,1,Vừa,Thấp,Rất cao,Trung bình,Vừa,Rất cao,Nhiều luyến
861,Chèo,cheo/audio_0_043.wav,2,Mạnh,Thấp,Trầm,Trung bình,Chậm,Thấp,Nhiều luyến
862,Chèo,cheo/audio_7_117.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Vừa
863,Chèo,cheo/audio_7_117.wav,2,Rất mạnh,Cao,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
864,Chèo,cheo/audio_12_043.wav,1,Mạnh,Thấp,Trầm,Cao,Chậm,Rất thấp,Ít luyến
865,Chèo,cheo/audio_12_043.wav,2,Mạnh,Thấp,Trầm,Cao,Chậm,Thấp,Ít luyến
866,Chèo,cheo/audio_6_175.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Rất thấp,Vừa
867,Chèo,cheo/audio_6_175.wav,2,Vừa,Cao,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
868,Chèo,cheo/audio_4_157.wav,1,Rất yếu,Cao,Cao,Cao,Vừa,Rất cao,Nhiều luyến
869,Chèo,cheo/audio_4_157.wav,2,Rất yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
870,Chèo,cheo/audio_1_150.wav,1,Vừa,Cao,Rất trầm,Thấp,Chậm,Rất thấp,Vừa
871,Chèo,cheo/audio_1_150.wav,2,Vừa,Trung bình,Rất trầm,Thấp,Vừa,Rất thấp,Vừa
872,Chèo,cheo/audio_8_036.wav,1,Mạnh,Thấp,Trung,Trung bình,Chậm,Trung bình,Nhiều luyến
873,Chèo,cheo/audio_8_036.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
874,Chèo,cheo/audio_0_003.wav,1,Yếu,Thấp,Rất trầm,Thấp,Chậm,Thấp,Ít luyến
875,Chèo,cheo/audio_0_003.wav,2,Mạnh,Thấp,Trung,Thấp,Chậm,Cao,Nhiều luyến
876,Chèo,cheo/audio_7_112.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất cao,Vừa
877,Chèo,cheo/audio_7_112.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
878,Chèo,cheo/audio_1_139.wav,1,Rất yếu,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
879,Chèo,cheo/audio_1_139.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Trung bình,Vừa
880,Chèo,cheo/audio_7_024.wav,1,Mạnh,Cao,Rất trầm,Trung bình,Nhanh,Thấp,Ít luyến
881,Chèo,cheo/audio_7_024.wav,2,Vừa,Thấp,Trung,Thấp,Vừa,Rất cao,Ít luyến
882,Chèo,cheo/audio_3_081.wav,1,Yếu,Cao,Trung,Trung bình,Nhanh,Rất thấp,Vừa
883,Chèo,cheo/audio_3_081.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Rất thấp,Vừa
884,Chèo,cheo/audio_0_051.wav,1,Vừa,Thấp,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
885,Chèo,cheo/audio_0_051.wav,2,Yếu,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
886,Chèo,cheo/audio_8_061.wav,1,Mạnh,Thấp,Trung,Trung bình,Nhanh,Cao,Nhiều luyến
887,Chèo,cheo/audio_8_061.wav,2,Yếu,Thấp,Trầm,Trung bình,Nhanh,Thấp,Vừa
888,Chèo,cheo/audio_0_081.wav,1,Vừa,Thấp,Trung,Trung bình,Nhanh,Thấp,Vừa
889,Chèo,cheo/audio_0_081.wav,2,Vừa,Cao,Trung,Cao,Chậm,Cao,Vừa
890,Chèo,cheo/audio_1_178.wav,1,Rất yếu,Cao,Cao,Thấp,Chậm,Rất thấp,Vừa
891,Chèo,cheo/audio_1_178.wav,2,Vừa,Cao,Trầm,Trung bình,Chậm,Rất thấp,Vừa
892,Chèo,cheo/audio_0_025.wav,1,Mạnh,Cao,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
893,Chèo,cheo/audio_0_025.wav,2,Mạnh,Cao,Trầm,Trung bình,Chậm,Thấp,Nhiều luyến
894,Chèo,cheo/audio_3_230.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Nhanh,Rất cao,Ít luyến
895,Chèo,cheo/audio_3_230.wav,2,Rất yếu,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
896,Chèo,cheo/audio_7_043.wav,1,Rất mạnh,Thấp,Rất trầm,Trung bình,Chậm,Cao,Ít luyến
897,Chèo,cheo/audio_7_043.wav,2,Rất mạnh,Thấp,Rất trầm,Trung bình,Chậm,Cao,Ít luyến
898,Chèo,cheo/audio_3_198.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
899,Chèo,cheo/audio_3_198.wav,2,Yếu,Cao,Cao,Trung bình,Vừa,Rất thấp,Vừa
900,Chèo,cheo/audio_4_013.wav,1,Vừa,Trung bình,Trầm,Thấp,Nhanh,Rất thấp,Vừa
901,Chèo,cheo/audio_4_013.wav,2,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
902,Chèo,cheo/audio_6_127.wav,1,Vừa,Cao,Trung,Trung bình,Vừa,Rất thấp,Vừa
903,Chèo,cheo/audio_6_127.wav,2,Rất yếu,Cao,Trung,Trung bình,Nhanh,Trung bình,Nhiều luyến
904,Chèo,cheo/audio_12_071.wav,1,Yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
905,Chèo,cheo/audio_12_071.wav,2,Rất yếu,Thấp,Rất trầm,Trung bình,Nhanh,Rất thấp,Ít luyến
906,Chèo,cheo/audio_7_017.wav,1,Mạnh,Thấp,Trầm,Thấp,Vừa,Rất cao,Ít luyến
907,Chèo,cheo/audio_7_017.wav,2,Mạnh,Thấp,Trung,Trung bình,Nhanh,Cao,Vừa
908,Chèo,cheo/audio_8_019.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Chậm,Cao,Nhiều luyến
909,Chèo,cheo/audio_8_019.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Nhanh,Rất cao,Nhiều luyến
910,Chèo,cheo/audio_10_004.wav,1,Yếu,Thấp,Trung,Trung bình,Chậm,Cao,Ít luyến
911,Chèo,cheo/audio_10_004.wav,2,Mạnh,Thấp,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
912,Chèo,cheo/audio_1_069.wav,1,Rất yếu,Cao,Rất trầm,Thấp,Nhanh,Rất thấp,Vừa
913,Chèo,cheo/audio_1_069.wav,2,Vừa,Trung bình,Cao,Cao,Chậm,Rất thấp,Ít luyến
914,Chèo,cheo/audio_7_090.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Thấp,Ít luyến
915,Chèo,cheo/audio_7_090.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Ít luyến
916,Chèo,cheo/audio_8_052.wav,1,Mạnh,Thấp,Trung,Trung bình,Chậm,Cao,Nhiều luyến
917,Chèo,cheo/audio_8_052.wav,2,Yếu,Thấp,Trung,Trung bình,Nhanh,Trung bình,Vừa
918,Chèo,cheo/audio_5_062.wav,1,Yếu,Thấp,Trầm,Cao,Nhanh,Rất cao,Ít luyến
919,Chèo,cheo/audio_5_062.wav,2,Mạnh,Thấp,Rất trầm,Cao,Chậm,Cao,Ít luyến
920,Chèo,cheo/audio_6_002.wav,1,Vừa,Thấp,Rất cao,Cao,Nhanh,Trung bình,Nhiều luyến
921,Chèo,cheo/audio_6_002.wav,2,Yếu,Thấp,Rất cao,Cao,Nhanh,Thấp,Nhiều luyến
922,Chèo,cheo/audio_0_094.wav,1,Rất mạnh,Thấp,Rất trầm,Cao,Chậm,Trung bình,Ít luyến
923,Chèo,cheo/audio_0_094.wav,2,Rất mạnh,Thấp,Trầm,Cao,Nhanh,Trung bình,Ít luyến
924,Chèo,cheo/audio_8_081.wav,1,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Trung bình,Nhiều luyến
925,Chèo,cheo/audio_8_081.wav,2,Mạnh,Thấp,Trung,Trung bình,Chậm,Cao,Nhiều luyến
926,Chèo,cheo/audio_4_068.wav,1,Rất yếu,Cao,Trầm,Cao,Vừa,Thấp,Vừa
927,Chèo,cheo/audio_4_068.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Thấp,Vừa
928,Chèo,cheo/audio_1_145.wav,1,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Vừa
929,Chèo,cheo/audio_1_145.wav,2,Vừa,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Vừa
930,Chèo,cheo/audio_3_142.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Rất thấp,Nhiều luyến
931,Chèo,cheo/audio_3_142.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
932,Chèo,cheo/audio_0_075.wav,1,Mạnh,Thấp,Rất cao,Trung bình,Nhanh,Cao,Vừa
933,Chèo,cheo/audio_0_075.wav,2,Mạnh,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
934,Chèo,cheo/audio_4_161.wav,1,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
935,Chèo,cheo/audio_4_161.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
936,Chèo,cheo/audio_3_043.wav,1,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Vừa
937,Chèo,cheo/audio_3_043.wav,2,Rất yếu,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
938,Chèo,cheo/audio_12_086.wav,1,Mạnh,Cao,Trầm,Cao,Nhanh,Trung bình,Ít luyến
939,Chèo,cheo/audio_12_086.wav,2,Yếu,Thấp,Trung,Cao,Nhanh,Thấp,Ít luyến
940,Chèo,cheo/audio_8_068.wav,1,Yếu,Thấp,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
941,Chèo,cheo/audio_8_068.wav,2,Mạnh,Trung bình,Trung,Trung bình,Nhanh,Rất thấp,Ít luyến
942,Chèo,cheo/audio_6_171.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Vừa,Rất thấp,Vừa
943,Chèo,cheo/audio_6_171.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Nhanh,Rất thấp,Vừa
944,Chèo,cheo/audio_8_053.wav,1,Vừa,Thấp,Trầm,Cao,Vừa,Rất cao,Ít luyến
945,Chèo,cheo/audio_8_053.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất cao,Vừa
946,Chèo,cheo/audio_6_122.wav,1,Vừa,Cao,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
947,Chèo,cheo/audio_6_122.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
948,Chèo,cheo/audio_3_052.wav,1,Vừa,Thấp,Cao,Cao,Chậm,Rất thấp,Vừa
949,Chèo,cheo/audio_3_052.wav,2,Vừa,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
950,Chèo,cheo/audio_6_176.wav,1,Rất yếu,Cao,Rất trầm,Trung bình,Nhanh,Rất thấp,Ít luyến
951,Chèo,cheo/audio_6_176.wav,2,Yếu,Trung bình,Trung,Trung bình,Vừa,Rất cao,Vừa
952,Chèo,cheo/audio_0_066.wav,1,Yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
953,Chèo,cheo/audio_0_066.wav,2,Vừa,Thấp,Trung,Trung bình,Vừa,Rất thấp,Vừa
954,Chèo,cheo/audio_0_062.wav,1,Yếu,Cao,Trung,Trung bình,Chậm,Rất thấp,Vừa
955,Chèo,cheo/audio_0_062.wav,2,Yếu,Cao,Trung,Trung bình,Chậm,Rất thấp,Ít luyến
956,Chèo,cheo/audio_5_012.wav,1,Mạnh,Thấp,Trung,Trung bình,Vừa,Trung bình,Nhiều luyến
957,Chèo,cheo/audio_5_012.wav,2,Mạnh,Thấp,Trung,Trung bình,Nhanh,Rất cao,Ít luyến
958,Chèo,cheo/audio_4_109.wav,1,Yếu,Cao,Trung,Trung bình,Chậm,Cao,Vừa
959,Chèo,cheo/audio_4_109.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Cao,Vừa
960,Chèo,cheo/audio_6_150.wav,1,Vừa,Cao,Rất trầm,Thấp,Chậm,Rất thấp,Vừa
961,Chèo,cheo/audio_6_150.wav,2,Vừa,Trung bình,Rất trầm,Thấp,Vừa,Rất thấp,Vừa
962,Chèo,cheo/audio_8_046.wav,1,Mạnh,Thấp,Trung,Trung bình,Nhanh,Cao,Nhiều luyến
963,Chèo,cheo/audio_8_046.wav,2,Mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Nhiều luyến
964,Chèo,cheo/audio_0_012.wav,1,Yếu,Thấp,Rất trầm,Thấp,Nhanh,Cao,Ít luyến
965,Chèo,cheo/audio_0_012.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Cao,Vừa
966,Chèo,cheo/audio_8_045.wav,1,Mạnh,Thấp,Trung,Trung bình,Nhanh,Cao,Nhiều luyến
967,Chèo,cheo/audio_8_045.wav,2,Yếu,Thấp,Trầm,Trung bình,Nhanh,Thấp,Vừa
968,Chèo,cheo/audio_1_100.wav,1,Vừa,Thấp,Trung,Thấp,Vừa,Rất thấp,Ít luyến
969,Chèo,cheo/audio_1_100.wav,2,Rất yếu,Thấp,Rất trầm,Thấp,Vừa,Rất thấp,Vừa
970,Chèo,cheo/audio_1_064.wav,1,Rất yếu,Cao,Trung,Trung bình,Chậm,Rất thấp,Ít luyến
971,Chèo,cheo/audio_1_064.wav,2,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
972,Chèo,cheo/audio_3_008.wav,1,Vừa,Cao,Trầm,Trung bình,Chậm,Trung bình,Nhiều luyến
973,Chèo,cheo/audio_3_008.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
974,Chèo,cheo/audio_4_180.wav,1,Rất yếu,Thấp,Cao,Cao,Vừa,Thấp,Vừa
975,Chèo,cheo/audio_4_180.wav,2,Yếu,Cao,Rất trầm,Cao,Vừa,Trung bình,Ít luyến
976,Chèo,cheo/audio_6_174.wav,1,Rất yếu,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
977,Chèo,cheo/audio_6_174.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Vừa
978,Chèo,cheo/audio_12_088.wav,1,Rất mạnh,Cao,Trầm,Trung bình,Nhanh,Thấp,Ít luyến
979,Chèo,cheo/audio_12_088.wav,2,Mạnh,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
980,Chèo,cheo/audio_6_079.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Trung bình,Vừa
981,Chèo,cheo/audio_6_079.wav,2,Rất yếu,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
982,Chèo,cheo/audio_3_206.wav,1,Yếu,Trung bình,Trầm,Thấp,Chậm,Rất thấp,Nhiều luyến
983,Chèo,cheo/audio_3_206.wav,2,Vừa,Cao,Trung,Thấp,Nhanh,Rất thấp,Nhiều luyến
984,Chèo,cheo/audio_6_005.wav,1,Rất yếu,Trung bình,Trầm,Trung bình,Vừa,Rất thấp,Vừa
985,Chèo,cheo/audio_6_005.wav,2,Vừa,Thấp,Trung,Trung bình,Vừa,Rất thấp,Ít luyến
986,Chèo,cheo/audio_3_019.wav,1,Vừa,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
987,Chèo,cheo/audio_3_019.wav,2,Vừa,Cao,Rất trầm,Trung bình,Vừa,Rất thấp,Nhiều luyến
988,Chèo,cheo/audio_8_011.wav,1,Mạnh,Trung bình,Rất trầm,Trung bình,Chậm,Rất thấp,Vừa
989,Chèo,cheo/audio_8_011.wav,2,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
990,Chèo,cheo/audio_6_116.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Rất thấp,Nhiều luyến
991,Chèo,cheo/audio_6_116.wav,2,Rất yếu,Trung bình,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
992,Chèo,cheo/audio_1_103.wav,1,Vừa,Cao,Cao,Trung bình,Chậm,Rất thấp,Ít luyến
993,Chèo,cheo/audio_1_103.wav,2,Rất yếu,Cao,Trung,Thấp,Chậm,Rất thấp,Nhiều luyến
994,Chèo,cheo/audio_6_155.wav,1,Vừa,Thấp,Trung,Trung bình,Chậm,Rất thấp,Vừa
995,Chèo,cheo/audio_6_155.wav,2,Vừa,Thấp,Cao,Trung bình,Chậm,Rất thấp,Nhiều luyến
996,Chèo,cheo/audio_3_087.wav,1,Yếu,Cao,Trung,Cao,Chậm,Rất thấp,Vừa
997,Chèo,cheo/audio_3_087.wav,2,Yếu,Cao,Trầm,Cao,Chậm,Rất thấp,Ít luyến
998,Chèo,cheo/audio_4_200.wav,1,Vừa,Trung bình,Cao,Trung bình,Chậm,Cao,Vừa
999,Chèo,cheo/audio_4_200.wav,2,Vừa,Cao,Cao,Trung bình,Vừa,Rất thấp,Nhiều luyến
1000,Chèo,cheo/audio_4_231.wav,1,Rất yếu,Cao,Trung,Thấp,Chậm,Rất thấp,Nhiều luyến
1001,Chèo,cheo/audio_4_231.wav,2,Rất yếu,Thấp,Cao,Thấp,Nhanh,Cao,Ít luyến
1002,Chèo,cheo/audio_4_069.wav,1,Rất yếu,Cao,Trung,Trung bình,Nhanh,Cao,Nhiều luyến
1003,Chèo,cheo/audio_4_069.wav,2,Vừa,Thấp,Rất cao,Cao,Nhanh,Rất cao,Nhiều luyến
1004,Chèo,cheo/audio_3_029.wav,1,Vừa,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
1005,Chèo,cheo/audio_3_029.wav,2,Vừa,Cao,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
1006,Chèo,cheo/audio_6_115.wav,1,Rất yếu,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
1007,Chèo,cheo/audio_6_115.wav,2,Yếu,Cao,Trung,Cao,Nhanh,Rất cao,Vừa
1008,Chèo,cheo/audio_6_111.wav,1,Rất yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
1009,Chèo,cheo/audio_6_111.wav,2,Yếu,Thấp,Trung,Trung bình,Chậm,Rất thấp,Vừa
1010,Chèo,cheo/audio_8_066.wav,1,Mạnh,Cao,Rất trầm,Trung bình,Nhanh,Thấp,Ít luyến
1011,Chèo,cheo/audio_8_066.wav,2,Mạnh,Thấp,Trung,Trung bình,Vừa,Rất thấp,Vừa
1012,Chèo,cheo/audio_1_006.wav,1,Vừa,Cao,Trung,Trung bình,Chậm,Rất thấp,Vừa
1013,Chèo,cheo/audio_1_006.wav,2,Vừa,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
1014,Chèo,cheo/audio_12_090.wav,1,Rất mạnh,Cao,Trung,Cao,Vừa,Trung bình,Nhiều luyến
1015,Chèo,cheo/audio_12_090.wav,2,Mạnh,Cao,Trung,Trung bình,Chậm,Thấp,Ít luyến
1016,Chèo,cheo/audio_3_077.wav,1,Rất yếu,Cao,Trung,Trung bình,Chậm,Rất thấp,Vừa
1017,Chèo,cheo/audio_3_077.wav,2,Vừa,Thấp,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
1018,Chèo,cheo/audio_3_037.wav,1,Yếu,Cao,Trung,Cao,Chậm,Rất thấp,Vừa
1019,Chèo,cheo/audio_3_037.wav,2,Yếu,Cao,Cao,Cao,Nhanh,Rất thấp,Ít luyến
1020,Chèo,cheo/audio_12_045.wav,1,Mạnh,Thấp,Rất cao,Cao,Chậm,Rất thấp,Vừa
1021,Chèo,cheo/audio_12_045.wav,2,Mạnh,Thấp,Rất trầm,Cao,Chậm,Rất thấp,Ít luyến
1022,Chèo,cheo/audio_3_083.wav,1,Yếu,Cao,Rất cao,Cao,Vừa,Trung bình,Nhiều luyến
1023,Chèo,cheo/audio_3_083.wav,2,Rất yếu,Cao,Cao,Cao,Vừa,Rất thấp,Vừa
1024,Chèo,cheo/audio_0_056.wav,1,Vừa,Thấp,Trầm,Trung bình,Nhanh,Cao,Vừa
1025,Chèo,cheo/audio_0_056.wav,2,Yếu,Cao,Rất cao,Trung bình,Nhanh,Rất thấp,Nhiều luyến
1026,Chèo,cheo/audio_6_138.wav,1,Vừa,Cao,Trầm,Thấp,Chậm,Rất thấp,Vừa
1027,Chèo,cheo/audio_6_138.wav,2,Rất yếu,Cao,Trung,Thấp,Chậm,Rất thấp,Vừa
1028,Chèo,cheo/audio_3_205.wav,1,Rất yếu,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
1029,Chèo,cheo/audio_3_205.wav,2,Rất yếu,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
1030,Chèo,cheo/audio_4_121.wav,1,Yếu,Trung bình,Trung,Trung bình,Nhanh,Rất cao,Ít luyến
1031,Chèo,cheo/audio_4_121.wav,2,Yếu,Cao,Trầm,Trung bình,Nhanh,Cao,Vừa
1032,Chèo,cheo/audio_1_130.wav,1,Vừa,Cao,Trung,Cao,Vừa,Rất thấp,Nhiều luyến
1033,Chèo,cheo/audio_1_130.wav,2,Rất yếu,Cao,Trung,Trung bình,Chậm,Rất thấp,Vừa
1034,Chèo,cheo/audio_6_103.wav,1,Vừa,Cao,Cao,Trung bình,Chậm,Rất thấp,Ít luyến
1035,Chèo,cheo/audio_6_103.wav,2,Rất yếu,Cao,Trung,Thấp,Chậm,Rất thấp,Vừa
1036,Chèo,cheo/audio_4_172.wav,1,Vừa,Thấp,Trầm,Cao,Chậm,Rất thấp,Vừa
1037,Chèo,cheo/audio_4_172.wav,2,Rất yếu,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
1038,Chèo,cheo/audio_4_058.wav,1,Vừa,Thấp,Trung,Trung bình,Chậm,Rất thấp,Ít luyến
1039,Chèo,cheo/audio_4_058.wav,2,Vừa,Cao,Rất cao,Cao,Chậm,Thấp,Nhiều luyến
1040,Chèo,cheo/audio_0_027.wav,1,Mạnh,Thấp,Trung,Thấp,Nhanh,Trung bình,Vừa
1041,Chèo,cheo/audio_0_027.wav,2,Mạnh,Thấp,Trung,Thấp,Chậm,Rất thấp,Vừa
1042,Chèo,cheo/audio_6_003.wav,1,Yếu,Thấp,Rất cao,Cao,Nhanh,Cao,Nhiều luyến
1043,Chèo,cheo/audio_6_003.wav,2,Yếu,Cao,Trung,Trung bình,Chậm,Cao,Ít luyến
1044,Chèo,cheo/audio_3_160.wav,1,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
1045,Chèo,cheo/audio_3_160.wav,2,Rất yếu,Cao,Trung,Trung bình,Vừa,Rất thấp,Vừa
1046,Chèo,cheo/audio_6_020.wav,1,Vừa,Thấp,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
1047,Chèo,cheo/audio_6_020.wav,2,Vừa,Cao,Trầm,Cao,Chậm,Rất thấp,Vừa
1048,Chèo,cheo/audio_1_083.wav,1,Vừa,Cao,Trầm,Trung bình,Vừa,Rất thấp,Vừa
1049,Chèo,cheo/audio_1_083.wav,2,Vừa,Cao,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
1050,Chèo,cheo/audio_0_076.wav,1,Yếu,Thấp,Trung,Trung bình,Chậm,Rất thấp,Vừa
1051,Chèo,cheo/audio_0_076.wav,2,Yếu,Thấp,Rất cao,Trung bình,Nhanh,Rất thấp,Nhiều luyến
1052,Chèo,cheo/audio_12_078.wav,1,Mạnh,Thấp,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
1053,Chèo,cheo/audio_12_078.wav,2,Mạnh,Thấp,Trung,Cao,Chậm,Rất thấp,Nhiều luyến
